art_id	url	name	where	m_gender	a_gender	m_count	a_count	m_quotes	a_quotes	m_source	a_source
a061	https://www.nytimes.com/2017/04/06/world/europe/britain-vacation-school-disney.html	Theresa May	both	female	female	1	1		0	False	False
a062	https://www.nytimes.com/2017/04/02/business/dealbook/facebook-pushes-outside-law-firms-to-become-more-diverse.html	Jean Lee	both	female	female	2	2	46	51	True	True
a062	https://www.nytimes.com/2017/04/02/business/dealbook/facebook-pushes-outside-law-firms-to-become-more-diverse.html	Colin Stretch	both	male	male	2	1	52	55	True	True
a062	https://www.nytimes.com/2017/04/02/business/dealbook/facebook-pushes-outside-law-firms-to-become-more-diverse.html	Eric Grossman	both	male	male	1	1	55	59	True	True
a062	https://www.nytimes.com/2017/04/02/business/dealbook/facebook-pushes-outside-law-firms-to-become-more-diverse.html	Craig Silliman	both	male	male	1	1	18	19	True	True
a062	https://www.nytimes.com/2017/04/02/business/dealbook/facebook-pushes-outside-law-firms-to-become-more-diverse.html	Kim Rivera	both	female	female	2	2	62	68	True	True
a062	https://www.nytimes.com/2017/04/02/business/dealbook/facebook-pushes-outside-law-firms-to-become-more-diverse.html	Ricardo Anzaldua	both	male	male	2	2	62	67	True	True
a062	https://www.nytimes.com/2017/04/02/business/dealbook/facebook-pushes-outside-law-firms-to-become-more-diverse.html	Zakiyyah Salim-Williams	both	female	female	1	1	19	20	True	True
a063	https://www.nytimes.com/2017/05/09/business/dealbook/pandora-music-shakeup-sale.html	Keith Meister	both	male	male	1	1		0	False	False
a063	https://www.nytimes.com/2017/05/09/business/dealbook/pandora-music-shakeup-sale.html	Tim Westergren	both	male	male	1	1		0	False	False
a063	https://www.nytimes.com/2017/05/09/business/dealbook/pandora-music-shakeup-sale.html	James Feuille	both	male	male	1	1		0	False	False
a063	https://www.nytimes.com/2017/05/09/business/dealbook/pandora-music-shakeup-sale.html	Spotify	auto_only		None		3				False
a063	https://www.nytimes.com/2017/05/09/business/dealbook/pandora-music-shakeup-sale.html	Pandora	auto_only		female		6				False
a064	https://www.nytimes.com/2017/05/10/us/politics/john-h-thompson-quits.html	Jos Serrano	both	male	male	1	1	33	35	True	True
a064	https://www.nytimes.com/2017/05/10/us/politics/john-h-thompson-quits.html	Terri Ann Lowenthal	both	female	female	1	1	19	20	True	True
a064	https://www.nytimes.com/2017/05/10/us/politics/john-h-thompson-quits.html	Trump	both	male	None	2	2		0	False	False
a064	https://www.nytimes.com/2017/05/10/us/politics/john-h-thompson-quits.html	John H. Thompson	both	male	male	11	11		0	False	True
a064	https://www.nytimes.com/2017/05/10/us/politics/john-h-thompson-quits.html	Robert M. Groves	both	male	male	1	1	47	53	True	True
a064	https://www.nytimes.com/2017/05/10/us/politics/john-h-thompson-quits.html	John Culberson	both	male	male	1	1	17	18	True	True
a064	https://www.nytimes.com/2017/05/10/us/politics/john-h-thompson-quits.html	Wilbur Ross	both	male	male	1	1	19	0	True	False
a064	https://www.nytimes.com/2017/05/10/us/politics/john-h-thompson-quits.html	Robert Goldenkoff	both	male	male	1	1	26	27	True	True
a064	https://www.nytimes.com/2017/05/10/us/politics/john-h-thompson-quits.html	Obama	both	male	male	1	1		0	True	False
a065	https://www.nytimes.com/2017/05/09/us/politics/health-care-women-senate.html	Kelly Ayotte	both	female	female	1	1		0	False	False
a065	https://www.nytimes.com/2017/05/09/us/politics/health-care-women-senate.html	Lisa Murkowski	both	female	female	1	1		0	False	False
a065	https://www.nytimes.com/2017/05/09/us/politics/health-care-women-senate.html	Shelley Moore Capito	both	female	female	1	1		0	False	False
a065	https://www.nytimes.com/2017/05/09/us/politics/health-care-women-senate.html	Patty Murray	both	female	female	1	1	46	50	True	True
a065	https://www.nytimes.com/2017/05/09/us/politics/health-care-women-senate.html	Dianne Feinstein	both	female	female	1	1		0	False	False
a065	https://www.nytimes.com/2017/05/09/us/politics/health-care-women-senate.html	Mitch McConnell	both	male	male	3	3	17	19	True	True
a065	https://www.nytimes.com/2017/05/09/us/politics/health-care-women-senate.html	Maggie Hassan	both	female	female	1	1		0	False	False
a065	https://www.nytimes.com/2017/05/09/us/politics/health-care-women-senate.html	Debbie Walsh	both	female	female	1	1	48	51	True	True
a065	https://www.nytimes.com/2017/05/09/us/politics/health-care-women-senate.html	Joni Ernst	both	female	female	4	4	8	13	True	True
a065	https://www.nytimes.com/2017/05/09/us/politics/health-care-women-senate.html	Susan Collins	both	female	female	3	3	13	14	True	True
a065	https://www.nytimes.com/2017/05/09/us/politics/health-care-women-senate.html	Pat Roberts	both	male	male	1	1	4	0	True	False
a066	https://www.nytimes.com/2017/05/10/business/media/reporter-arrested-tom-price.html	Tim Johnson	both	male	male	2	2	7	0	True	False
a066	https://www.nytimes.com/2017/05/10/business/media/reporter-arrested-tom-price.html	Tom Price	both	male	male	5	3		0	False	False
a066	https://www.nytimes.com/2017/05/10/business/media/reporter-arrested-tom-price.html	Alleigh Marr	both	female	female	1	1	2	2	True	True
a066	https://www.nytimes.com/2017/05/10/business/media/reporter-arrested-tom-price.html	Trump	both	male	male	1	1		0	False	False
a066	https://www.nytimes.com/2017/05/10/business/media/reporter-arrested-tom-price.html	Kelyanne Conway	manual_only	female		1				False	
a066	https://www.nytimes.com/2017/05/10/business/media/reporter-arrested-tom-price.html	American Civil Liberties Union of West Virginia	manual_only	organization/company		1		21		True	
a066	https://www.nytimes.com/2017/05/10/business/media/reporter-arrested-tom-price.html	unknown person	manual_only	male		1		8		True	
a066	https://www.nytimes.com/2017/05/10/business/media/reporter-arrested-tom-price.html	J. Timothy DiPiero	both	male	None	1	1	19	0	True	False
a066	https://www.nytimes.com/2017/05/10/business/media/reporter-arrested-tom-price.html	Dan Heyman	both	male	male	15	15	102	93	True	True
a066	https://www.nytimes.com/2017/05/10/business/media/reporter-arrested-tom-price.html	Lawrence Messina	both	male	male	1	1	13	15	True	True
a066	https://www.nytimes.com/2017/05/10/business/media/reporter-arrested-tom-price.html	Kellyanne Conway	auto_only		female		1				False
a067	https://www.nytimes.com/2017/05/10/arts/music/juilliard-names-damian-woetzel-as-its-new-president.html	Bruce Kovner	both	male	male	2	2	59	62	True	True
a067	https://www.nytimes.com/2017/05/10/arts/music/juilliard-names-damian-woetzel-as-its-new-president.html	Yo-Yo Ma	manual_only	male		2		5		True	
a067	https://www.nytimes.com/2017/05/10/arts/music/juilliard-names-damian-woetzel-as-its-new-president.html	Joseph W. Polisi	both	male	male	1	1		0	False	False
a067	https://www.nytimes.com/2017/05/10/arts/music/juilliard-names-damian-woetzel-as-its-new-president.html	Damian Woetzel	both	male	male	8	10	94	55	False	True
a067	https://www.nytimes.com/2017/05/10/arts/music/juilliard-names-damian-woetzel-as-its-new-president.html	Obama	both	male	male	1	1		0	False	False
a067	https://www.nytimes.com/2017/05/10/arts/music/juilliard-names-damian-woetzel-as-its-new-president.html	Ma	auto_only		male		1				True
a068	https://www.nytimes.com/2017/05/09/world/asia/afghanistan-cricket-fans-leagues-pakistan.html	Mohammed Shahzad	both	male	male	1	1		0	False	False
a068	https://www.nytimes.com/2017/05/09/world/asia/afghanistan-cricket-fans-leagues-pakistan.html	Rashid Khan	both	male	male	2	5		55	False	True
a068	https://www.nytimes.com/2017/05/09/world/asia/afghanistan-cricket-fans-leagues-pakistan.html	Shafiqullah Shafaq	manual_only	male		5		17		True	
a068	https://www.nytimes.com/2017/05/09/world/asia/afghanistan-cricket-fans-leagues-pakistan.html	Shukrullah Atif Mashal	both	male	male	4	4	21	25	True	True
a068	https://www.nytimes.com/2017/05/09/world/asia/afghanistan-cricket-fans-leagues-pakistan.html	Bismillah	both	male	male	1	5	58	55	True	True
a068	https://www.nytimes.com/2017/05/09/world/asia/afghanistan-cricket-fans-leagues-pakistan.html	Sediqullah Khan	both	male	None	2	1	49	0	True	False
a068	https://www.nytimes.com/2017/05/09/world/asia/afghanistan-cricket-fans-leagues-pakistan.html	Mohammed Ibrahim	both	male	male	5	5		15	True	True
a068	https://www.nytimes.com/2017/05/09/world/asia/afghanistan-cricket-fans-leagues-pakistan.html	Mohammed Nabi	both	male	male	1	2		0	False	False
a068	https://www.nytimes.com/2017/05/09/world/asia/afghanistan-cricket-fans-leagues-pakistan.html	Rahatullah	both	male	None	1	2	9	0	True	False
a068	https://www.nytimes.com/2017/05/09/world/asia/afghanistan-cricket-fans-leagues-pakistan.html	Shafaq	auto_only		male		5				True
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Keith Luse	both	male	male	2	2	72	60	True	True
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Kim Sang-duk	both	male	female	1	1		0	False	False
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Kim Jong-un	both	male	male	3	3		0	False	False
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Simon Cockerell	both	male	male	2	2	46	52	True	True
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Kim Dong-chul	both	male	female	1	1		0	False	False
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Laura Ling	both	female	female	1	1		0	False	False
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Kenneth Bae	both	male	male	1	1		0	False	False
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Otto F. Warmbier	both	male	male	3	3		0	False	False
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Euna Lee	both	female	female	1	1		0	False	False
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Kim Jong-il	both	male	female	1	1		0	False	False
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Matthew Todd Miller	both	male	male	1	1		0	False	False
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	James R. Clapper Jr.	both	male	male	1	1		0	False	False
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Obama	both	male	male		1		0	False	False
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Evans J. R. Revere	both	male	male	1	1	17	19	True	True
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Kim Hak-song	both	male	female	2	2		0	False	False
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Robert R. King	both	male	male	1	1	35	40	True	True
a069	https://www.nytimes.com/2017/05/09/world/asia/americans-visit-north-korea-despite-warnings.html	Tony Kim	auto_only		male		1				False
a070	https://www.nytimes.com/2017/05/15/arts/music/metropolitan-opera-attendance-slightly-better-still-bad.html	Rene Fleming	both	female	male	1	1		0	False	False
a070	https://www.nytimes.com/2017/05/15/arts/music/metropolitan-opera-attendance-slightly-better-still-bad.html	Eric Owens	both	male	male	1	1		0	False	False
a070	https://www.nytimes.com/2017/05/15/arts/music/metropolitan-opera-attendance-slightly-better-still-bad.html	Peter Gelb	both	male	male	5	5	48	60	True	True
a070	https://www.nytimes.com/2017/05/15/arts/music/metropolitan-opera-attendance-slightly-better-still-bad.html	Bartlett Sher	both	male	male	1	1		0	False	False
a070	https://www.nytimes.com/2017/05/15/arts/music/metropolitan-opera-attendance-slightly-better-still-bad.html	Strauss	both	male	male	1	1		0	False	False
a070	https://www.nytimes.com/2017/05/15/arts/music/metropolitan-opera-attendance-slightly-better-still-bad.html	James Levine	both	male	male	1	1		0	False	False
a070	https://www.nytimes.com/2017/05/15/arts/music/metropolitan-opera-attendance-slightly-better-still-bad.html	Yannick Nzet-Sguin	both	male	male	1	1		0	False	False
a070	https://www.nytimes.com/2017/05/15/arts/music/metropolitan-opera-attendance-slightly-better-still-bad.html	Calixto Bieito	both	male	male	1	1		0	False	False
a070	https://www.nytimes.com/2017/05/15/arts/music/metropolitan-opera-attendance-slightly-better-still-bad.html	Verdi	both	male	male	1	1		0	False	False
a070	https://www.nytimes.com/2017/05/15/arts/music/metropolitan-opera-attendance-slightly-better-still-bad.html	Bess	auto_only		female		1				False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Nicolas Ghesquire	both	male	male	1	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Melania Trump	both	female	male	2	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Jacqueline Kennedy	both	female	female	2	2		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Samantha Cameron	both	female	female	1	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Bernadette Chirac	both	female	female	1	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Elizabeth II	manual_only	female		1				False	
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Nicolas Sarkozy	both	male	male	1	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Michelle Obama	manual_only	female		2				False	
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Emmanuel Macron	both	male	female	2	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Bernard Arnault	both	male	male	1	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Franois Hollande	both	male	None	1	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Valrie Trierweiler	both	female	male	1	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Carla Bruni-Sarkozy	both	female	female	1	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Sophie Grgoire Trudeau	both	female	female	1	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Angela Merkel	both	female	female	1	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Jacques Chirac	both	male	male	1	1		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Brigitte Macron	both	female	female	7	8		0	False	False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Macron	auto_only		male		1				False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Louis Vuitton	auto_only		non-living		2				False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Queen Elizabeth II	auto_only		female		1				False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Michelle Obama-size	auto_only		female		2				False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Trump	auto_only		female		1				False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Ralph Lauren dress-and-jacket	auto_only		male		1				False
a071	https://www.nytimes.com/2017/05/15/fashion/france-brigitte-macron-louis-vuitton.html	Christian Dior	auto_only		male		1				False
a072	https://www.nytimes.com/2017/05/09/business/china-propaganda-bedtime-belt-road.html	Erik Nilsson	both	male	male	1	1	70	0	False	False
a072	https://www.nytimes.com/2017/05/09/business/china-propaganda-bedtime-belt-road.html	Xi Jinping	both	male	male	4	3		0	False	False
a073	https://www.nytimes.com/2017/05/04/technology/google-italy-tax.html	Trump	both	male	None	1	1		0	False	False
a074	https://www.nytimes.com/2017/05/07/world/africa/tanzania-bus-arusha-schollchildren-teachers-dead.html	John Magufuli	both	male	male	1	1	2	3	True	True
a074	https://www.nytimes.com/2017/05/07/world/africa/tanzania-bus-arusha-schollchildren-teachers-dead.html	Charles Mkumbo	both	male	male	1	1	40	42	True	True
a075	https://www.nytimes.com/2017/05/07/nyregion/latest-problem-for-new-jersey-transit-collecting-fares.html	Nancy Snyder	both	female	female	5	5	15	16	True	True
a075	https://www.nytimes.com/2017/05/07/nyregion/latest-problem-for-new-jersey-transit-collecting-fares.html	Stephen Burkert	both	male	male	2	2		0	False	False
a075	https://www.nytimes.com/2017/05/07/nyregion/latest-problem-for-new-jersey-transit-collecting-fares.html	Chris Christie	both	male	male	2	2		0	False	False
a075	https://www.nytimes.com/2017/05/07/nyregion/latest-problem-for-new-jersey-transit-collecting-fares.html	Russell Levine	both	male	male	3	3	45	47	True	True
a075	https://www.nytimes.com/2017/05/07/nyregion/latest-problem-for-new-jersey-transit-collecting-fares.html	Barry Evans	both	male	male	2	2	24	27	True	True
a075	https://www.nytimes.com/2017/05/07/nyregion/latest-problem-for-new-jersey-transit-collecting-fares.html	Veronica Vanterpool	both	female	female	1	1	42	46	True	True
a075	https://www.nytimes.com/2017/05/07/nyregion/latest-problem-for-new-jersey-transit-collecting-fares.html	Steven Santoro	both	male	male	1	1		0	False	False
a075	https://www.nytimes.com/2017/05/07/nyregion/latest-problem-for-new-jersey-transit-collecting-fares.html	Pat Smith	auto_only		female		1				False
a076	https://www.washingtonpost.com/news/animalia/wp/2017/05/13/from-death-row-to-adoption-saving-animals-by-car-van-bus-and-even-plane/	Emma Scott	both	female	female	2	2	60	38	True	True
a076	https://www.washingtonpost.com/news/animalia/wp/2017/05/13/from-death-row-to-adoption-saving-animals-by-car-van-bus-and-even-plane/	Jana Savage	both	female (?)	female	2	2	2	3	True	True
a076	https://www.washingtonpost.com/news/animalia/wp/2017/05/13/from-death-row-to-adoption-saving-animals-by-car-van-bus-and-even-plane/	May	manual_only	female animal		9				False	
a076	https://www.washingtonpost.com/news/animalia/wp/2017/05/13/from-death-row-to-adoption-saving-animals-by-car-van-bus-and-even-plane/	Hal Herzog	both	male	male	1	1	17	20	True	True
a076	https://www.washingtonpost.com/news/animalia/wp/2017/05/13/from-death-row-to-adoption-saving-animals-by-car-van-bus-and-even-plane/	Mike McCarthy	both	male	male	3	3	24	21	True	True
a076	https://www.washingtonpost.com/news/animalia/wp/2017/05/13/from-death-row-to-adoption-saving-animals-by-car-van-bus-and-even-plane/	Ric Browde	both	male	male	1	1	40	5	False	True
a076	https://www.washingtonpost.com/news/animalia/wp/2017/05/13/from-death-row-to-adoption-saving-animals-by-car-van-bus-and-even-plane/	Laura Miller	both	female	female	3	3		0	False	False
a076	https://www.washingtonpost.com/news/animalia/wp/2017/05/13/from-death-row-to-adoption-saving-animals-by-car-van-bus-and-even-plane/	Phil Broussard	both	male	male	5	5	6	7	True	True
a076	https://www.washingtonpost.com/news/animalia/wp/2017/05/13/from-death-row-to-adoption-saving-animals-by-car-van-bus-and-even-plane/	American Society for the Prevention of Cruelty to Animals	manual_only	company		1				False	
a076	https://www.washingtonpost.com/news/animalia/wp/2017/05/13/from-death-row-to-adoption-saving-animals-by-car-van-bus-and-even-plane/	Anika Moje	both	female  	female	1	1	23	26	True	True
a076	https://www.washingtonpost.com/news/animalia/wp/2017/05/13/from-death-row-to-adoption-saving-animals-by-car-van-bus-and-even-plane/	Einstein	auto_only		male		1				False
a076	https://www.washingtonpost.com/news/animalia/wp/2017/05/13/from-death-row-to-adoption-saving-animals-by-car-van-bus-and-even-plane/	Eugene	auto_only		male		3				False
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Joseph Jen	both	male	male	1	1		0	False	False
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Sam Clovis	both	male	male	16	15	98	124	False	True
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Bill Clinton	both	male	male	1	1		0	False	False
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Ann Bartuska	both	female	female	1	1		0	False	False
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Gale Buchanan	both	male	female	1	1		0	False	False
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Catherine Woteki	both	female	female	3	3	16	17	True	True
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	George W. Bush	both	male	male	2	2		0	False	False
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Barack Obama	both	male	male	2	2		0	False	False
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Ricardo Salvador	both	male	male	1	2	47	51	True	True
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Rick Wollman	both	male	male	1	1		57	True	True
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Sonny Perdue	both	male	male	1	1	6	0	False	False
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Rajiv Shah	both	male	male	1	1		0	False	False
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Agri-Pulse	auto_only		None		1				False
a077	https://www.washingtonpost.com/news/energy-environment/wp/2017/05/13/trumps-expected-choice-for-the-leading-usda-science-job-isnt-a-trained-scientist/	Trump	auto_only		None		3				False
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	Chenglin Liu	both	male	None	1	1	21	11	True	True
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	Ceres	manual_only	company						False	
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	Li Hongtao	both	unknown	male	1	1	17	18	False	True
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	Agriculture Department	manual_only	company				10		False	
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	John Bobbe	both	male	male	2	2	53	64	True	True
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	Research Institute of Organic Agriculture	manual_only	company		1				False	
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	Mischa Popoff	both	male	female	1	1	20	23	True	True
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	Albrecht Benzing	both	unknown	None		1	10	11	False	True
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	unnamed Ceres official	manual_only	unknown				2		False	
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	Laiwu Manhing Vegetables Fruits Corp.	manual_only	company						False	
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	Miles McEvoy	both	male	male	1	1	13	0	True	True
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	Global Natural	manual_only	company				5		False	
a078	https://www.washingtonpost.com/business/economy/the-labels-said-organic-but-these-massive-imports-of-corn-and-soybeans-werent/2017/05/12/6d165984-2b76-11e7-a616-d7c8a68c1a66_story.html	Ecocert	both	company	None	3	2		0	True	True
a079	https://www.washingtonpost.com/business/economy/nations-race-to-contain-widespread-hacking/2017/05/13/f6e5e992-3803-11e7-b412-62beef8121f7_story.html	Avi Rubin	both	male	male	4	4	44	49	True	True
a079	https://www.washingtonpost.com/business/economy/nations-race-to-contain-widespread-hacking/2017/05/13/f6e5e992-3803-11e7-b412-62beef8121f7_story.html	Megafon	manual_only	company						False	
a079	https://www.washingtonpost.com/business/economy/nations-race-to-contain-widespread-hacking/2017/05/13/f6e5e992-3803-11e7-b412-62beef8121f7_story.html	anonymous source	manual_only	unknown						False	
a079	https://www.washingtonpost.com/business/economy/nations-race-to-contain-widespread-hacking/2017/05/13/f6e5e992-3803-11e7-b412-62beef8121f7_story.html	Renault	manual_only	company						False	
a079	https://www.washingtonpost.com/business/economy/nations-race-to-contain-widespread-hacking/2017/05/13/f6e5e992-3803-11e7-b412-62beef8121f7_story.html	Deutsche Bahn	manual_only	company						False	
a079	https://www.washingtonpost.com/business/economy/nations-race-to-contain-widespread-hacking/2017/05/13/f6e5e992-3803-11e7-b412-62beef8121f7_story.html	Paul Lipman	both	male	male	2	2	49	52	True	True
a079	https://www.washingtonpost.com/business/economy/nations-race-to-contain-widespread-hacking/2017/05/13/f6e5e992-3803-11e7-b412-62beef8121f7_story.html	NSA	manual_only	company						False	
a079	https://www.washingtonpost.com/business/economy/nations-race-to-contain-widespread-hacking/2017/05/13/f6e5e992-3803-11e7-b412-62beef8121f7_story.html	Jonathan Ashworth	both	male	male	1	1	9	10	True	True
a079	https://www.washingtonpost.com/business/economy/nations-race-to-contain-widespread-hacking/2017/05/13/f6e5e992-3803-11e7-b412-62beef8121f7_story.html	Mark Galeotti	both	male	male	2	2	17	19	True	True
a079	https://www.washingtonpost.com/business/economy/nations-race-to-contain-widespread-hacking/2017/05/13/f6e5e992-3803-11e7-b412-62beef8121f7_story.html	IDC	manual_only	company						False	
a079	https://www.washingtonpost.com/business/economy/nations-race-to-contain-widespread-hacking/2017/05/13/f6e5e992-3803-11e7-b412-62beef8121f7_story.html	Telefonica	manual_only	company						False	
a079	https://www.washingtonpost.com/business/economy/nations-race-to-contain-widespread-hacking/2017/05/13/f6e5e992-3803-11e7-b412-62beef8121f7_story.html	Jakub Kroustek	both	male	male	1	1	14	15	True	True
